message.permissionsGetFail; Failed to load current permissions for this node; Kunne ikke hente nuv\u00e6rende rettigheder for denne node; {alfresco/site-webscripts/org/alfresco/components/manage-permissions/manage-permissions.get.properties}message.permissionsGetFail;;;
message.permissionsSaveFail; Failed to save permissions: {0}; Kunne ikke gemme rettigheder: {0}; {alfresco/site-webscripts/org/alfresco/components/manage-permissions/manage-permissions.get.properties}message.permissionsSaveFail;;;
message.persist-failure; Failed to persist rule; Kunne ikke gemme regel; {alfresco/site-webscripts/org/alfresco/components/rules/rule-edit.get.properties}message.persist-failure;;;
message.persistRuleorder-failure; Failed to persist the new rule order.; Kunne ikke gemme ny regelsortering.; {alfresco/site-webscripts/org/alfresco/components/rules/rules-list.get.properties}message.persistRuleorder-failure;;;
message.persistRuleorder-success; New rule order was saved.; Ny regelsortering blev gemt.; {alfresco/site-webscripts/org/alfresco/components/rules/rules-list.get.properties}message.persistRuleorder-success;;;
message.post.failure; There has been a problem opting you out of recieving notification emails from {0}.; There has been a problem opting you out of recieving notification emails from {0}.; {alfresco/site-webscripts/org/alfresco/components/profile/user-sites.get.properties}message.post.failure;;;
message.postSavedNowPublish; Post saved. Synchronizing with external blog...; Post gemt. Synkronisering med ekstern blog...; {alfresco/site-webscripts/org/alfresco/components/blog/postedit.get.properties}message.postSavedNowPublish;;;
message.preview; Preview; Forh\u00e5ndsvisning; {alfresco/site-webscripts/org/alfresco/components/search/search.get.properties}message.preview;;;
message.private-site; You do not have permissions to access this site content. This site is private.; You do not have permissions to access this site content. This site is private.; {alfresco/site-webscripts/org/alfresco/components/title/collaboration-title.get.properties}message.private-site;;;
message.publishExternal.failure; Unable to publish to external blog; Kunne ikke udgive til ekstern blog; {alfresco/site-webscripts/org/alfresco/components/blog/postlist.get.properties}message.publishExternal.failure;;;
message.publishExternal.failure; Unable to publish to external blog; Kunne ikke udgive til ekstern blog; {alfresco/site-webscripts/org/alfresco/components/blog/postview.get.properties}message.publishExternal.failure;;;
message.publishExternal.failure; Post saved but unable to publish to external blog; Post gemt, men kunne ikke udgive til ekstern blog; {alfresco/site-webscripts/org/alfresco/components/blog/postedit.get.properties}message.publishExternal.failure;;;
message.publishExternal.success; Blog post published; Blogpost udgivet; {alfresco/site-webscripts/org/alfresco/components/blog/postlist.get.properties}message.publishExternal.success;;;
message.publishExternal.success; Blog post published; Blogpost udgivet; {alfresco/site-webscripts/org/alfresco/components/blog/postview.get.properties}message.publishExternal.success;;;
message.publishExternal.success; Blog post published; Blogpost udgivet; {alfresco/site-webscripts/org/alfresco/components/blog/postedit.get.properties}message.publishExternal.success;;;
message.reassign; Releasing task...; Frigiver opgave...; {alfresco/site-webscripts/org/alfresco/components/workflow/task-edit-header.get.properties}message.reassign;;;
message.reassign.failure; Could not reassign task; Kunne ikke gentildele opgave; {alfresco/site-webscripts/org/alfresco/components/workflow/task-edit-header.get.properties}message.reassign.failure;;;
message.reassign.success; The task has been reassigned. Please wait.; Opgaven blev gentildelt. V\u00e6r venlig at vente.; {alfresco/site-webscripts/org/alfresco/components/workflow/task-edit-header.get.properties}message.reassign.success;;;
message.recover.failure; Failed to recover {0}; Kunne ikke genskabe {0}; {alfresco/site-webscripts/org/alfresco/components/user-trashcan.get.properties}message.recover.failure;;;
message.recover.failure; Failed to recover {0}; Kunne ikke genskabe {0}; {alfresco/site-webscripts/org/alfresco/components/console/filemanagement/trashcan.get.properties}message.recover.failure;;;
message.recover.inprogress; Please wait. Files being recovered...; V\u00e6r venlig at vente. Filerne bliver gendannet...; {alfresco/site-webscripts/org/alfresco/components/user-trashcan.get.properties}message.recover.inprogress;;;
message.recover.report; Recover Items; Genskab poster; {alfresco/site-webscripts/org/alfresco/components/user-trashcan.get.properties}message.recover.report;;;
message.recover.report-info; Successfully recovered {0} item(s), {1} failed.; Lykkedes at genskabe {0} post(er), {1} fejlede.; {alfresco/site-webscripts/org/alfresco/components/user-trashcan.get.properties}message.recover.report-info;;;
message.recover.success; Successfully recovered {0}; Genskabelsen lykkedes {0}; {alfresco/site-webscripts/org/alfresco/components/user-trashcan.get.properties}message.recover.success;;;
message.recover.success; Successfully recovered {0}; Genskabelsen lykkedes {0}; {alfresco/site-webscripts/org/alfresco/components/console/filemanagement/trashcan.get.properties}message.recover.success;;;
message.refresh.failure; Could not retrieve tags; Kunne ikke hente tags; {alfresco/site-webscripts/org/alfresco/components/tag-filter/sharedfiles-tag-filter.get.properties}message.refresh.failure;;;
message.refresh.failure; Could not retrieve tags; Kunne ikke hente tags; {alfresco/site-webscripts/org/alfresco/components/tag-filter/tag-filter.get.properties}message.refresh.failure;;;
message.refresh.failure; Could not retrieve tags; Kunne ikke hente tags; {alfresco/site-webscripts/org/alfresco/components/tag-filter/myfiles-tag-filter.get.properties}message.refresh.failure;;;
message.refresh.failure.forbidden; Tags are visible for site members only;Tags er kun synlige for medlemmer af sitet; {alfresco/site-webscripts/org/alfresco/components/tag-filter/tag-filter.get.properties}message.refresh.failure.forbidden;;;
message.refresh.failure.forbidden; Library is visible for site members only;Biblioteket er kun synligt for medlemmer af sitet; {alfresco/site-webscripts/org/alfresco/components/documentlibrary/tree.get.properties}message.refresh.failure.forbidden;;;
message.rejected; {0}''s invitation to join the {1} site has been rejected.; {0} invitationer for deltagelse i {1} sitet er blevet afvist.; {alfresco/site-webscripts/org/alfresco/components/invite/reject-invite.get.properties}message.rejected;;;
message.release; Releasing task...; Frigiver opgave...; {alfresco/site-webscripts/org/alfresco/components/workflow/task-edit-header.get.properties}message.release;;;
message.release.failure; Could not release task; Kunne ikke frigive opgave; {alfresco/site-webscripts/org/alfresco/components/workflow/task-edit-header.get.properties}message.release.failure;;;
message.release.success; The task has been released. Please wait.; Opgaven blev frigivet. V\u00e6r venlig at vente.; {alfresco/site-webscripts/org/alfresco/components/workflow/task-edit-header.get.properties}message.release.success;;;
message.removeuser-failure; Failed to remove user ''{0}''.; Kunne ikke fjerne bruger ''{0}''; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/groups.get.properties}message.removeuser-failure;;;
message.removeuser-success; Successfully removed user ''{0}''.; Fjernelse af bruger ''{0}'' lykkedes; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/groups.get.properties}message.removeuser-success;;;
message.removing; Canceling invite...; Annuller invitation...; {alfresco/site-webscripts/org/alfresco/components/invite/sent-invites.get.properties}message.removing;;;
message.removing; Removing...; Fjerner...; {alfresco/site-webscripts/org/alfresco/components/site-members/site-members.get.properties}message.removing;;;
message.removing; Removing...; Fjerner...; {alfresco/site-webscripts/org/alfresco/components/site-members/site-groups.get.properties}message.removing;;;
message.repository; Repository; Arkiv; {alfresco/site-webscripts/org/alfresco/components/search/search.get.properties}message.repository;;;
message.request-join-failure; Could not make the request to add user {0} to site {1}.; Kunne ikke foretage foresp\u00f8rgsel p\u00e5 at tilf\u00f8je bruger {0} til site {1}.; {alfresco/site-webscripts/org/alfresco/components/dashlets/dynamic-welcome.get.properties}message.request-join-failure;;;
message.request-join-failure; Could not make the request to add user {0} to site {1}.; Kunne ikke foretage foresp\u00f8rgsel p\u00e5 at tilf\u00f8je bruger {0} til site {1}.; {alfresco/site-webscripts/org/alfresco/components/title/collaboration-title.get.properties}message.request-join-failure;;;
message.request-join-success; Request to join site {1} successfully sent. You will now be returned to your personal dashboard.; Foresp\u00f8rg p\u00e5 deltagelse i site {1} blev afsende. Du vil nu returnere til din personlige si; {alfresco/site-webscripts/org/alfresco/components/dashlets/dynamic-welcome.get.properties}message.request-join-success;;;
message.request-join-success; Request to join site {1} successfully sent. You will now be returned to your personal dashboard.; Foresp\u00f8rg p\u00e5 deltagelse i site {1} blev afsende. Du vil nu returnere til din personlige si; {alfresco/site-webscripts/org/alfresco/components/title/collaboration-title.get.properties}message.request-join-success;;;
message.request-joining; Requesting to add user {0} to site {1}...; Foresp\u00f8rger p\u00e5 at tilf\u00f8je bruger {0} til site {1}...; {alfresco/site-webscripts/org/alfresco/components/dashlets/dynamic-welcome.get.properties}message.request-joining;;;
message.request-joining; Requesting to add user {0} to site {1}...; Foresp\u00f8rger p\u00e5 at tilf\u00f8je bruger {0} til site {1}...; {alfresco/site-webscripts/org/alfresco/components/title/collaboration-title.get.properties}message.request-joining;;;
message.request.sync.failure; Could not request sync; Kunne ikke foresp\u00f8rge p\u00e5 synkronisering; {alfresco/messages/slingshot.properties}message.request.sync.failure;;;
message.request.sync.success; Successfully requested sync; Lykkedes at foresp\u00f8rge p\u00e5 synkronisering; {alfresco/messages/slingshot.properties}message.request.sync.success;;;
message.result; {0} groups added, {1} failures; {0} grupper tilf\u00f8jet, {1} fejl; {alfresco/site-webscripts/org/alfresco/components/invite/groupslist.get.properties}message.result;;;
message.results;" Search for \""{0}\"" found {1} results (search took {2})";" S\u00f8gning efter ""{0}"" fandt {1} resultat (s\u00f8gningen tog {2})"; {alfresco/site-webscripts/org/alfresco/components/console/node-browser.get.properties}message.results;;;
message.results;" Search for \""{0}\"" found {1} results.";" S\u00f8g efter ""{0}"" fandt {1} resultater."; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/groups.get.properties}message.results;;;
message.results;" Search for \""{0}\"" - {1} results found.";" S\u00f8g efter ""{0}"" fandt {1} resultater."; {alfresco/site-webscripts/org/alfresco/components/console/usersgroups/users.get.properties}message.results;;;
message.results;" Search for \""{0}\"" found {1} results.";"Søgning efter \""{0}\"" gav {1} resultat(er)"; {alfresco/site-webscripts/org/alfresco/components/people-finder/people-finder.get.properties}message.results;;;
message.revertComplete; The document was reverted. The page will be reloaded.; Dette dokument blev genskab. Denne side vil blive genindl\u00e6st.; {alfresco/site-webscripts/org/alfresco/components/wiki/page.get.properties}message.revertComplete;;;
message.revertComplete; The document was reverted.; Dette dokument blev genskab.; {alfresco/site-webscripts/org/alfresco/components/document-details/document-versions.get.properties}message.revertComplete;;;
message.revertFailure; {0} could not be reverted; {0} kunne ikke genskabes; {alfresco/site-webscripts/org/alfresco/modules/wiki/revert-wiki-version.get.properties}message.revertFailure;;;
message.reverting; Reverting {0} to version {1}...; Genskaber {0} versionen {1}...; {alfresco/site-webscripts/org/alfresco/modules/wiki/revert-wiki-version.get.properties}message.reverting;;;
message.reverting; Reverting {0} to version {1}...; Genskaber {0} versionen {1}...; {alfresco/site-webscripts/org/alfresco/modules/document-details/revert-version.get.properties}message.reverting;;;
message.rssfeed; RSS Feed; RSS feed; {alfresco/site-webscripts/org/alfresco/components/wiki/toolbar.get.properties}message.rssfeed;;;
message.run.failure; Could not run ''{0}''; Kunne ikke k\u00f8re ''{0}''; {alfresco/site-webscripts/org/alfresco/components/console/repository/replication-jobs.get.properties}message.run.failure;;;
message.runRules-failure; Could not run rules; Kunne ikke k\u00f8re regler; {alfresco/site-webscripts/org/alfresco/components/rules/rules-header.get.properties}message.runRules-failure;;;
message.runRules-success; Rule(s) successfully run; Lykkedes at k\u00f8re regel(er); {alfresco/site-webscripts/org/alfresco/components/rules/rules-header.get.properties}message.runRules-success;;;
message.runningRules; Running rule(s)...; K\u00f8rer regel(er)...; {alfresco/site-webscripts/org/alfresco/components/rules/rules-header.get.properties}message.runningRules;;;
message.save.failure; Your changes could not be saved.; Dine \u00e6ndringer er ikke gemmes.; {alfresco/messages/slingshot.properties}message.save.failure;;;
message.save.success; Your changes have been saved.; Dine \u00e6ndringer er ikke gemt endnu.; {alfresco/messages/slingshot.properties}message.save.success;;;
message.saveFailure; Could not save dashlets; Kunne ikke gemme instrumenter; {alfresco/site-webscripts/org/alfresco/components/dashboard/customise-dashlets.get.properties}message.saveFailure;;;
message.saveFailure; Could not save configuration.; Kunne ikke gemme konfigurationen.; {alfresco/site-webscripts/org/alfresco/components/site/customise-pages.get.properties}message.saveFailure;;;
message.savecomment; Saving comment...; Gemmer kommentar...; {alfresco/site-webscripts/org/alfresco/components/comments/comments-list.get.properties}message.savecomment;;;
message.savecomment; Saving comment...; Gemmer kommentar...; {alfresco/site-webscripts/org/alfresco/components/blog/comments.get.properties}message.savecomment;;;
message.savecomment.failure; Unable to save comment; Kunne ikke gemme kommentar; {alfresco/site-webscripts/org/alfresco/components/comments/comments-list.get.properties}message.savecomment.failure;;;
message.savecomment.failure; Unable to save comment; Kunne ikke gemme kommentar; {alfresco/site-webscripts/org/alfresco/components/blog/comments.get.properties}message.savecomment.failure;;;
message.savecomment.success; Comment updated; Kommentar opdateret; {alfresco/site-webscripts/org/alfresco/components/blog/comments.get.properties}message.savecomment.success;;;
message.saveconfig.failure; Unable to save blog configuration details; Kunne ikke gemme blog konfiguration; {alfresco/site-webscripts/org/alfresco/modules/blog/config/config-blog.get.properties}message.saveconfig.failure;;;
message.saveconfig.success; Blog configuration saved; Blog konfiguration gemt; {alfresco/site-webscripts/org/alfresco/modules/blog/config/config-blog.get.properties}message.saveconfig.success;;;
message.savelink.failure; Unable to save the link; Kunne ikke gemme linket; {alfresco/site-webscripts/org/alfresco/components/links/linkedit.get.properties}message.savelink.failure;;;
message.savelink.success; Link saved; Link gemt; {alfresco/site-webscripts/org/alfresco/components/links/linkedit.get.properties}message.savelink.success;;;
message.savepost.failure; Unable to save the blog post; Kunne ikke gemme blogpost; {alfresco/site-webscripts/org/alfresco/components/blog/postedit.get.properties}message.savepost.failure;;;
message.savepost.success; Blog post saved; Blogpost gemt; {alfresco/site-webscripts/org/alfresco/components/blog/postedit.get.properties}message.savepost.success;;;
message.savereply.failure; Unable to save reply; Kunne ikke gemme svar; {alfresco/site-webscripts/org/alfresco/components/discussions/replies.get.properties}message.savereply.failure;;;
message.savereply.success; Reply saved; Svar gemt; {alfresco/site-webscripts/org/alfresco/components/discussions/replies.get.properties}message.savereply.success;;;
message.savetopic.failure; Unable to save topic; Kunne ikke gemme emner; {alfresco/site-webscripts/org/alfresco/components/discussions/topic.get.properties}message.savetopic.failure;;;
message.savetopic.failure; Unable to save topic; Kunne ikke gemme emner; {alfresco/site-webscripts/org/alfresco/components/discussions/createtopic.get.properties}message.savetopic.failure;;;
message.savetopic.success; Topic updated; Emne opdateret; {alfresco/site-webscripts/org/alfresco/components/discussions/topic.get.properties}message.savetopic.success;;;
message.savetopic.success; Topic saved; Emne gemt; {alfresco/site-webscripts/org/alfresco/components/discussions/createtopic.get.properties}message.savetopic.success;;;
message.saving; Saving...; Gemmer...; {alfresco/site-webscripts/org/alfresco/components/wiki/createform.get.properties}message.saving;;;
message.saving; Saving...; Gemmer...; {alfresco/site-webscripts/org/alfresco/components/wiki/page.get.properties}message.saving;;;
message.saving; Saving configuration...; Gemmer konfiguration...; {alfresco/site-webscripts/org/alfresco/components/dashboard/customise-dashlets.get.properties}message.saving;;;
message.saving; Saving configuration...; Gemmer konfiguration...; {alfresco/site-webscripts/org/alfresco/components/site/customise-pages.get.properties}message.saving;;;
message.saving; Site details are being saved...; Site detaljer gemmes...; {alfresco/site-webscripts/org/alfresco/modules/edit-site.get.properties}message.saving;;;
message.searching; Searching...; S\u00f8ger...; {alfresco/messages/slingshot.properties}message.searching;;;
message.searchingFor;" Searching for ""{0}""...";" S\u00f8ger efter ""{0}""..."; {alfresco/messages/slingshot.properties}message.searchingFor;;;
message.select-list; No Data List selected.; Ingen dataliste valgt.; {alfresco/site-webscripts/org/alfresco/components/data-lists/datagrid.get.properties}message.select-list;;;
message.sessionTimeout.text; Cannot save these changes due to a session timeout. Please copy your changes to the clipboard and re; Kunne ikke gemme disse \u00e6ndringer pga. sessionstimeout. V\u00e6r venlig at kopiere dine \u00e6nd; {alfresco/site-webscripts/org/alfresco/components/wiki/createform.get.properties}message.sessionTimeout.text;;;
message.sessionTimeout.text; Cannot save these changes due to a session timeout. Please copy your changes to the clipboard and re; Kunne ikke gemme disse \u00e6ndringer pga. sessionstimeout. V\u00e6r venlig at kopiere dine \u00e6nd; {alfresco/site-webscripts/org/alfresco/components/wiki/page.get.properties}message.sessionTimeout.text;;;
message.sessionTimeout.title; Session Timeout; Sessionstimeout; {alfresco/site-webscripts/org/alfresco/components/wiki/createform.get.properties}message.sessionTimeout.title;;;
message.sessionTimeout.title; Session Timeout; Sessionstimeout; {alfresco/site-webscripts/org/alfresco/components/wiki/page.get.properties}message.sessionTimeout.title;;;
message.simple-workflow.approved; Item marked as approved; post markeret som godkendt; {alfresco/messages/slingshot.properties}message.simple-workflow.approved;;;
message.simple-workflow.failed; Workflow action could not be completed.; Workflow aktion kunne ikke fuldf\u00f8res.; {alfresco/messages/slingshot.properties}message.simple-workflow.failed;;;
message.simple-workflow.failure; Workflow action could not be completed.; Workflow aktion kunne ikke fuldf\u00f8res.; {alfresco/messages/slingshot.properties}message.simple-workflow.failure;;;
message.simple-workflow.rejected; Item marked as rejected; Post markeret som afvist; {alfresco/messages/slingshot.properties}message.simple-workflow.rejected;;;
message.singlesite; {0} Site; {0} site; {alfresco/site-webscripts/org/alfresco/components/search/search.get.properties}message.singlesite;;;
message.site-description-header-label; Site Description; Sitebeskrivelse; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/manage-sites.get.properties}message.site-description-header-label;;;
message.site-description-header-tooltip-label; Sort by site description; Sorter efter beskrivelse; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/manage-sites.get.properties}message.site-description-header-tooltip-label;;;
message.site-does-not-exist; Requested site does not exist or you don't have permissions to access it.;Det efterspurgte site findes ikke, eller også har du ikke tilladelse til at tilgå det.; {alfresco/site-webscripts/org/alfresco/components/title/collaboration-title.get.properties}message.site-does-not-exist;;;
message.site-does-not-exist-title; Site ''{0}'' does not exist or you don't have permissions to access it.;Sitet ''{0}'' findes ikke, eller også har du ikke tilladelse til at tilgå det; {alfresco/site-webscripts/org/alfresco/components/title/collaboration-title.get.properties}message.site-does-not-exist-title;;;
message.site-favourite.failure; The favorite setting for the site could not be changed; Favoritindstillingen for sitet kunne ikke \u00e6ndres; {alfresco/site-webscripts/org/alfresco/modules/header/sites.get.properties}message.site-favourite.failure;;;
message.site-favourite.success; The site {0} has been set as a favorite; Sitet {0} er blevet sat som favoriseret; {alfresco/site-webscripts/org/alfresco/modules/header/sites.get.properties}message.site-favourite.success;;;
message.site-name-header-label; Site Name; Sitenavn; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/manage-sites.get.properties}message.site-name-header-label;;;
message.site-name-header-tooltip-label; Sort by site name; Sorter efter sitenavn; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/manage-sites.get.properties}message.site-name-header-tooltip-label;;;
message.site-visibility-dropdown-moderated-label; Moderated; Modereret; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/manage-sites.get.properties}message.site-visibility-dropdown-moderated-label;;;
message.site-visibility-dropdown-private-label; Private; Privat; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/manage-sites.get.properties}message.site-visibility-dropdown-private-label;;;
message.site-visibility-dropdown-public-label; Public; Offentligt; {alfresco/site-webscripts/org/alfresco/share/pages/admin-console/manage-sites.get.properties}message.site-visibility-dropdown-public-label;;;
message.siteDeleted; Site was deleted; Site blev slettet; {alfresco/site-webscripts/org/alfresco/modules/delete-site.get.properties}message.siteDeleted;;;
message.sortasc; Click to sort ascending; Klik for at sortere stigende; {alfresco/site-webscripts/org/alfresco/components/data-lists/datagrid.get.properties}message.sortasc;;;
message.sortdesc; Click to sort descending; Klik for at sortere faldende; {alfresco/site-webscripts/org/alfresco/components/data-lists/datagrid.get.properties}message.sortdesc;;;
message.ssd-cloud-user-label; Cloud User; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-cloud-user-label;;;
message.ssd-cloud-user-place-holder-label; Cloud Username; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-cloud-user-place-holder-label;;;
message.ssd-failed-label; Show Failed Syncs Only; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-label;;;
message.ssd-failed-reason-dropdown-access-denied-label; Access denied to target file or folder; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-access-denied-label;;;
message.ssd-failed-reason-dropdown-access-denied-source-label; Access denied to source file or folder; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-access-denied-source-label;;;
message.ssd-failed-reason-dropdown-all-label; Select; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-all-label;;;
message.ssd-failed-reason-dropdown-already-synced-label; Target file or folder already synced; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-already-synced-label;;;
message.ssd-failed-reason-dropdown-authentication-error-label; Authentication error; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-authentication-error-label;;;
message.ssd-failed-reason-dropdown-content-limit-violation-label; Exceeded content limit; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-content-limit-violation-label;;;
message.ssd-failed-reason-dropdown-deleted-on-cloud-label; Deleted on Cloud; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-deleted-on-cloud-label;;;
message.ssd-failed-reason-dropdown-name-clash-label; Target folder name clash; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-name-clash-label;;;
message.ssd-failed-reason-dropdown-no-longer-exists-label; Target file or folder no longer exists; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-no-longer-exists-label;;;
message.ssd-failed-reason-dropdown-not-found-label; Target folder not found; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-not-found-label;;;
message.ssd-failed-reason-dropdown-other-sync-set-label; Target file or folder in other sync set; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-other-sync-set-label;;;
message.ssd-failed-reason-dropdown-owner-not-found-label; Owner not found; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-owner-not-found-label;;;
message.ssd-failed-reason-dropdown-quota-limit-violation-label; Exceeded quota limit; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-quota-limit-violation-label;;;
message.ssd-failed-reason-dropdown-unknown-label; Unknown; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-dropdown-unknown-label;;;
message.ssd-failed-reason-label; Sync Failure Type; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-failed-reason-label;;;
message.ssd-id-label; Sync ID; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-id-label;;;
message.ssd-id-place-holder-label; Sync ID; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-id-place-holder-label;;;
message.ssd-reassign; Reassign sync: ''{0}''; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-reassign;;;
message.ssd-reassign-prompt; Are you sure you want to become owner of ''{0}'' ?; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-reassign-prompt;;;
message.ssd-reassign.failure; We couldn't reassign the sync; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-reassign.failure;;;
message.ssd-reassign.success; Sync reassigned; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-reassign.success;;;
message.ssd-sync-creator-label; Sync Creator; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-sync-creator-label;;;
message.ssd-sync-creator-no-link; The user has been removed or deleted; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-sync-creator-no-link;;;
message.ssd-sync-creator-place-holder-label; Username; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssd-sync-creator-place-holder-label;;;
message.ssds-loading.data.message; Loading syncs; ; {alfresco/site-webscripts/org/alfresco/components/console/cloud-sync-management.get.properties}message.ssds-loading.data.message;;;
message.status.failure; Couldn't update status.; Kunne ikke opdatere status.; {alfresco/site-webscripts/org/alfresco/components/header/header.get.properties}message.status.failure;;;
message.status.success; Status successfully updated.; Status opdatering lykkedes.; {alfresco/site-webscripts/org/alfresco/components/header/header.get.properties}message.status.success;;;
message.submitting; Submitting...; Afsender...; {alfresco/site-webscripts/org/alfresco/components/links/linkedit.get.properties}message.submitting;;;
message.submitting; Submitting...; Afsender...; {alfresco/site-webscripts/org/alfresco/components/discussions/topic.get.properties}message.submitting;;;
message.submitting; Submitting...; Afsender...; {alfresco/site-webscripts/org/alfresco/components/discussions/createtopic.get.properties}message.submitting;;;
message.submitting; Submitting...; Afsender...; {alfresco/site-webscripts/org/alfresco/components/discussions/replies.get.properties}message.submitting;;;
message.submitting; Submitting...; Afsender...; {alfresco/site-webscripts/org/alfresco/components/blog/postedit.get.properties}message.submitting;;;
message.success; Successfully changed user notification settings.; \u00c6ndring af bruger notifikationsindstillinger lykkedes.; {alfresco/site-webscripts/org/alfresco/components/profile/user-notifications.get.properties}message.success;;;
message.success; Successfully changed password.; Lykkedes \u00e6ndre adgangskode; {alfresco/site-webscripts/org/alfresco/components/profile/change-password.get.properties}message.success;;;
message.success; Document successfully uploaded; Lykkedes at overf\u00f8re dokument; {alfresco/site-webscripts/org/alfresco/components/upload/html-upload.get.properties}message.success;;;
message.sync.failure; Could not create sync; Kunne ikke oprettet synkronisering; {alfresco/messages/slingshot.properties}message.sync.failure;;;
message.sync.success; Sync was created; Synkronisering blev oprettet; {alfresco/messages/slingshot.properties}message.sync.success;;;
message.sync.unavailable; Unable to connect to the sync server.; Kunne ikke forbinde til synkroniseringsserveren; {alfresco/messages/slingshot.properties}message.sync.unavailable;;;
message.take-ownership.failure; Could not take ownership of ''{0}'';Kunne ikke blive ejer af ''{0}''; {alfresco/messages/slingshot.properties}message.take-ownership.failure;;;
message.take-ownership.success; You are now the owner of ''{0}'';Du er nu ejer af ''{0}''; {alfresco/messages/slingshot.properties}message.take-ownership.success;;;
message.task.completed; The task is now complete. Please wait.; Opgaven er ny f\u00e6rdig. V\u00e6r venlig at vente.; {alfresco/site-webscripts/org/alfresco/components/workflow/task-edit-header.get.properties}message.task.completed;;;
message.templateFailure; System Error loading UI template; Systemfejl ved indhentning af UI skabelon; {alfresco/site-webscripts/org/alfresco/modules/wiki/revert-wiki-version.get.properties}message.templateFailure;;;
message.timeout; Server timeout. Request took too long to complete, please try again later.; Server timeout. Foresp\u00f8rgselen tog for lang tid at afslutte, v\u00e6r venlig at pr\u00f8ve igen; {alfresco/messages/slingshot.properties}message.timeout;;;
message.title-site-permission; You do not have permissions to access the site ''{0}''; You do not have permissions to access the site ''{0}''; {alfresco/site-webscripts/org/alfresco/components/title/collaboration-title.get.properties}message.title-site-permission;;;
message.transform-image.failure; Could not transform document; Kunne ikke transformere dokument; {alfresco/messages/slingshot.properties}message.transform-image.failure;;;
message.transform-image.success; Image ''{0}'' was successfully transformed; Billede ''{0}'' blev transformeret; {alfresco/messages/slingshot.properties}message.transform-image.success;;;
message.transform.failure; Could not transform document; Kunne ikke transformere dokument; {alfresco/messages/slingshot.properties}message.transform.failure;;;
message.transform.success; Document ''{0}'' was successfully transformed; Dokument ''{0}'' blev transformeret; {alfresco/messages/slingshot.properties}message.transform.success;;;
